"date","year","home_team","away_team","team","scorer","minute","own_goal","penalty","goal_owner","home_goals","away_goals"
"2004-09-08","2004",Maldives,Lebanon,Lebanon,Faisal Antar,44.0,False,False,away_team,2,5
"2004-09-08","2004",Maldives,Lebanon,Lebanon,Ali Nasseredine,58.0,False,False,away_team,2,5
"2004-09-08","2004",Maldives,Lebanon,Lebanon,Mahmoud Chahoud,63.0,False,False,away_team,2,5
"2004-09-08","2004",Maldives,Lebanon,Lebanon,Roda Antar,75.0,False,False,away_team,2,5
"2004-09-08","2004",Maldives,Lebanon,Maldives,Ibrahim Fazeel,79.0,False,False,home_team,2,5
"2004-09-08","2004",Maldives,Lebanon,Maldives,Ali Umar,88.0,False,False,home_team,2,5
"2004-09-08","2004",Moldova,Italy,Italy,Alessandro Del Piero,32.0,False,False,away_team,0,1
"2004-09-08","2004",Netherlands,Czech Republic,Netherlands,Pierre van Hooijdonk,34.0,False,False,home_team,2,0
"2004-09-08","2004",Netherlands,Czech Republic,Netherlands,Pierre van Hooijdonk,84.0,False,False,home_team,2,0
"2004-09-08","2004",North Korea,Thailand,North Korea,An Yong-hak,49.0,False,False,home_team,4,1
"2004-09-08","2004",North Korea,Thailand,North Korea,Hong Yong-jo,55.0,False,False,home_team,4,1
"2004-09-08","2004",North Korea,Thailand,North Korea,Ri Hyok-chol,60.0,False,False,home_team,4,1
"2004-09-08","2004",North Korea,Thailand,North Korea,An Yong-hak,73.0,False,False,home_team,4,1
"2004-09-08","2004",North Korea,Thailand,Thailand,Sutee Suksomkit,72.0,False,False,away_team,4,1
"2004-09-08","2004",Norway,Belarus,Belarus,Vitali Kutuzov,78.0,False,False,away_team,1,1
"2004-09-08","2004",Norway,Belarus,Norway,Vidar Riseth,39.0,False,False,home_team,1,1
"2004-09-08","2004",Palestine,Uzbekistan,Uzbekistan,Mirjalol Qosimov,9.0,False,False,away_team,0,3
"2004-09-08","2004",Palestine,Uzbekistan,Uzbekistan,Server Djeparov,32.0,False,False,away_team,0,3
"2004-09-08","2004",Palestine,Uzbekistan,Uzbekistan,Marat Bikmaev,78.0,False,False,away_team,0,3
"2004-09-08","2004",Panama,United States,Panama,Roberto Brown,69.0,False,False,home_team,1,1
"2004-09-08","2004",Panama,United States,United States,Cobi Jones,90.0,False,False,away_team,1,1
"2004-09-08","2004",Poland,England,England,Jermain Defoe,36.0,False,False,away_team,1,2
"2004-09-08","2004",Poland,England,England,Arkadiusz Głowacki,57.0,True,False,away_team,1,2
"2004-09-08","2004",Poland,England,Poland,Maciej Żurawski,47.0,False,False,home_team,1,2
"2004-09-08","2004",Portugal,Estonia,Portugal,Cristiano Ronaldo,75.0,False,False,home_team,4,0
"2004-09-08","2004",Portugal,Estonia,Portugal,Hélder Postiga,83.0,False,False,home_team,4,0
"2004-09-08","2004",Portugal,Estonia,Portugal,Pauleta,86.0,False,False,home_team,4,0
"2004-09-08","2004",Portugal,Estonia,Portugal,Hélder Postiga,90.0,False,False,home_team,4,0
"2004-09-08","2004",Singapore,Oman,Oman,Yousuf Shaaban,3.0,False,False,away_team,0,2
"2004-09-08","2004",Singapore,Oman,Oman,Amad Ali,82.0,False,False,away_team,0,2
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Róbert Vittek,15.0,False,False,home_team,7,0
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Miroslav Karhan,42.0,False,False,home_team,7,0
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Róbert Vittek,59.0,False,False,home_team,7,0
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Róbert Vittek,81.0,False,False,home_team,7,0
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Szilárd Németh,84.0,False,False,home_team,7,0
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Marek Mintál,85.0,False,False,home_team,7,0
"2004-09-08","2004",Slovakia,Liechtenstein,Slovakia,Radoslav Zabavník,90.0,False,False,home_team,7,0
"2004-09-08","2004",Sri Lanka,Indonesia,Indonesia,Ilham Jaya Kesuma,8.0,False,False,away_team,2,2
"2004-09-08","2004",Sri Lanka,Indonesia,Indonesia,Ismed Sofyan,51.0,False,False,away_team,2,2
"2004-09-08","2004",Sri Lanka,Indonesia,Sri Lanka,Dudley Steinwall,81.0,False,False,home_team,2,2
"2004-09-08","2004",Sri Lanka,Indonesia,Sri Lanka,Chandradasa Karunaratne,82.0,False,False,home_team,2,2
"2004-09-08","2004",Sweden,Croatia,Croatia,Darijo Srna,64.0,False,False,away_team,0,1
"2004-09-08","2004",Switzerland,Republic of Ireland,Republic of Ireland,Clinton Morrison,8.0,False,False,away_team,1,1
"2004-09-08","2004",Switzerland,Republic of Ireland,Switzerland,Hakan Yakin,17.0,False,False,home_team,1,1
"2004-09-08","2004",Taiwan,Iraq,Iraq,Salih Sadir,4.0,False,False,away_team,1,4
"2004-09-08","2004",Taiwan,Iraq,Iraq,Salih Sadir,43.0,False,False,away_team,1,4
"2004-09-08","2004",Taiwan,Iraq,Iraq,Saad Attiya,75.0,False,False,away_team,1,4
"2004-09-08","2004",Taiwan,Iraq,Iraq,Younis Mahmoud,86.0,False,False,away_team,1,4
"2004-09-08","2004",Taiwan,Iraq,Taiwan,Huang Wei-yi,82.0,False,False,home_team,1,4
"2004-09-08","2004",Tajikistan,Syria,Syria,Raja Rafe,35.0,False,False,away_team,0,1
"2004-09-08","2004",Trinidad and Tobago,Mexico,Mexico,Jesús Arellano,1.0,False,False,away_team,1,3
"2004-09-08","2004",Trinidad and Tobago,Mexico,Mexico,Jared Borgetti,19.0,False,False,away_team,1,3
"2004-09-08","2004",Trinidad and Tobago,Mexico,Mexico,Jesús Arellano,80.0,False,False,away_team,1,3
"2004-09-08","2004",Trinidad and Tobago,Mexico,Trinidad and Tobago,Stern John,39.0,False,False,home_team,1,3
"2004-09-08","2004",Turkmenistan,Saudi Arabia,Saudi Arabia,Yasser Al-Qahtani,47.0,False,False,away_team,0,1
"2004-09-08","2004",Vietnam,South Korea,South Korea,Lee Dong-gook,63.0,False,False,away_team,1,2
"2004-09-08","2004",Vietnam,South Korea,South Korea,Lee Chun-soo,76.0,False,False,away_team,1,2
"2004-09-08","2004",Vietnam,South Korea,Vietnam,Phan Văn Tài Em,49.0,False,False,home_team,1,2
"2004-09-08","2004",Wales,Northern Ireland,Northern Ireland,Jeff Whitley,10.0,False,False,away_team,2,2
"2004-09-08","2004",Wales,Northern Ireland,Northern Ireland,David Healy,21.0,False,False,away_team,2,2
"2004-09-08","2004",Wales,Northern Ireland,Wales,John Hartson,32.0,False,False,home_team,2,2
"2004-09-08","2004",Wales,Northern Ireland,Wales,Robert Earnshaw,74.0,False,False,home_team,2,2
"2004-09-08","2004",Yemen,United Arab Emirates,United Arab Emirates,Mohamed Omer,26.0,False,False,away_team,3,1
"2004-09-08","2004",Yemen,United Arab Emirates,Yemen,Ali Al-Nono,22.0,False,False,home_team,3,1
"2004-09-08","2004",Yemen,United Arab Emirates,Yemen,Radwan Abduljabar,49.0,False,False,home_team,3,1
"2004-09-08","2004",Yemen,United Arab Emirates,Yemen,Ali Al-Nono,77.0,False,False,home_team,3,1
"2004-09-10","2004",Saint Vincent and the Grenadines,Saint Kitts and Nevis,Saint Vincent and the Grenadines,Rodney Jack,23.0,False,False,home_team,1,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Jared Borgetti,31.0,False,False,home_team,7,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Jaime Lozano,54.0,False,False,home_team,7,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Jaime Lozano,63.0,False,False,home_team,7,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Jared Borgetti,68.0,False,False,home_team,7,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Jared Borgetti,77.0,False,False,home_team,7,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Sergio Santana,81.0,False,False,home_team,7,0
"2004-10-06","2004",Mexico,Saint Vincent and the Grenadines,Mexico,Jared Borgetti,89.0,False,False,home_team,7,0
"2004-10-08","2004",Libya,Egypt,Egypt,Amr Zaki,57.0,False,False,away_team,2,1
"2004-10-08","2004",Libya,Egypt,Libya,Nader Kara,31.0,False,False,home_team,2,1
"2004-10-08","2004",Libya,Egypt,Libya,Ahmed Saad Osman,85.0,False,False,home_team,2,1
"2004-10-09","2004",Albania,Denmark,Denmark,Martin Jørgensen,52.0,False,False,away_team,0,2
"2004-10-09","2004",Albania,Denmark,Denmark,Jon Dahl Tomasson,72.0,False,False,away_team,0,2
"2004-10-09","2004",Argentina,Uruguay,Argentina,Lucho González,6.0,False,False,home_team,4,2
"2004-10-09","2004",Argentina,Uruguay,Argentina,Luciano Figueroa,32.0,False,False,home_team,4,2
"2004-10-09","2004",Argentina,Uruguay,Argentina,Javier Zanetti,44.0,False,False,home_team,4,2
"2004-10-09","2004",Argentina,Uruguay,Argentina,Luciano Figueroa,54.0,False,False,home_team,4,2
"2004-10-09","2004",Argentina,Uruguay,Uruguay,Cristian Rodríguez,63.0,False,False,away_team,4,2
"2004-10-09","2004",Argentina,Uruguay,Uruguay,Javier Chevantón,86.0,False,True,away_team,4,2
"2004-10-09","2004",Austria,Poland,Austria,Markus Schopp,30.0,False,False,home_team,1,3
"2004-10-09","2004",Austria,Poland,Poland,Radosław Kałużny,10.0,False,False,away_team,1,3
"2004-10-09","2004",Austria,Poland,Poland,Jacek Krzynówek,78.0,False,False,away_team,1,3
"2004-10-09","2004",Austria,Poland,Poland,Tomasz Frankowski,90.0,False,False,away_team,1,3
"2004-10-09","2004",Belarus,Moldova,Belarus,Sergei Omelyanchuk,45.0,False,False,home_team,4,0
"2004-10-09","2004",Belarus,Moldova,Belarus,Vitali Kutuzov,65.0,False,False,home_team,4,0
"2004-10-09","2004",Belarus,Moldova,Belarus,Vital Bulyga,75.0,False,False,home_team,4,0
"2004-10-09","2004",Belarus,Moldova,Belarus,Maksim Romaschenko,90.0,False,False,home_team,4,0
"2004-10-09","2004",Bolivia,Peru,Bolivia,Joaquín Botero,56.0,False,False,home_team,1,0
"2004-10-09","2004",Botswana,Kenya,Botswana,Tshepiso Molwantwa,51.0,False,False,home_team,2,1
"2004-10-09","2004",Botswana,Kenya,Botswana,Dipsy Selolwane,58.0,False,False,home_team,2,1
"2004-10-09","2004",Botswana,Kenya,Kenya,Dennis Oliech,5.0,False,False,away_team,2,1
"2004-10-09","2004",Cape Verde,Burkina Faso,Cape Verde,Arlindo Gomes Semedo,2.0,False,False,home_team,1,0
"2004-10-09","2004",Colombia,Paraguay,Colombia,Freddy Grisales,17.0,False,False,home_team,1,1
"2004-10-09","2004",Colombia,Paraguay,Paraguay,Diego Gavilán,77.0,False,False,away_team,1,1
"2004-10-09","2004",Costa Rica,Guatemala,Costa Rica,Carlos Hernández,19.0,False,False,home_team,5,0
"2004-10-09","2004",Costa Rica,Guatemala,Costa Rica,Paulo Wanchope,36.0,False,False,home_team,5,0
"2004-10-09","2004",Costa Rica,Guatemala,Costa Rica,Paulo Wanchope,62.0,False,False,home_team,5,0
"2004-10-09","2004",Costa Rica,Guatemala,Costa Rica,Paulo Wanchope,69.0,False,False,home_team,5,0
"2004-10-09","2004",Costa Rica,Guatemala,Costa Rica,Rolando Fonseca,83.0,False,False,home_team,5,0
"2004-10-09","2004",Croatia,Bulgaria,Bulgaria,Martin Petrov,77.0,False,False,away_team,2,2
"2004-10-09","2004",Croatia,Bulgaria,Bulgaria,Dimitar Berbatov,86.0,False,False,away_team,2,2
"2004-10-09","2004",Croatia,Bulgaria,Croatia,Darijo Srna,15.0,False,False,home_team,2,2
"2004-10-09","2004",Croatia,Bulgaria,Croatia,Darijo Srna,31.0,False,True,home_team,2,2
"2004-10-09","2004",Cyprus,Faroe Islands,Cyprus,Michalis Konstantinou,15.0,False,False,home_team,2,2
"2004-10-09","2004",Cyprus,Faroe Islands,Cyprus,Ioannis Okkas,81.0,False,False,home_team,2,2
"2004-10-09","2004",Cyprus,Faroe Islands,Faroe Islands,Claus Bech Jørgensen,21.0,False,False,away_team,2,2
"2004-10-09","2004",Cyprus,Faroe Islands,Faroe Islands,Rógvi Jacobsen,43.0,False,False,away_team,2,2
"2004-10-09","2004",Czech Republic,Romania,Czech Republic,Jan Koller,36.0,False,False,home_team,1,0
"2004-10-09","2004",El Salvador,United States,United States,Brian McBride,29.0,False,False,away_team,0,2
"2004-10-09","2004",El Salvador,United States,United States,Eddie Johnson,75.0,False,False,away_team,0,2
"2004-10-09","2004",England,Wales,England,Frank Lampard,4.0,False,False,home_team,2,0
"2004-10-09","2004",England,Wales,England,David Beckham,76.0,False,False,home_team,2,0
"2004-10-09","2004",Finland,Armenia,Armenia,Armen Shahgeldyan,32.0,False,False,away_team,3,1
"2004-10-09","2004",Finland,Armenia,Finland,Shefki Kuqi,9.0,False,False,home_team,3,1
"2004-10-09","2004",Finland,Armenia,Finland,Alexei Eremenko,28.0,False,False,home_team,3,1
"2004-10-09","2004",Finland,Armenia,Finland,Shefki Kuqi,87.0,False,False,home_team,3,1
"2004-10-09","2004",Gabon,Nigeria,Gabon,Thierry Issiémou,29.0,False,False,home_team,1,1
"2004-10-09","2004",Gabon,Nigeria,Nigeria,Yakubu,50.0,False,False,away_team,1,1
"2004-10-09","2004",Honduras,Canada,Canada,Atiba Hutchinson,73.0,False,False,away_team,1,1
"2004-10-09","2004",Honduras,Canada,Honduras,Danilo Turcios,90.0,False,False,home_team,1,1
"2004-10-09","2004",Israel,Switzerland,Israel,Yossi Benayoun,9.0,False,False,home_team,2,2
"2004-10-09","2004",Israel,Switzerland,Israel,Yossi Benayoun,48.0,False,False,home_team,2,2
"2004-10-09","2004",Israel,Switzerland,Switzerland,Alexander Frei,26.0,False,False,away_team,2,2
"2004-10-09","2004",Israel,Switzerland,Switzerland,Johan Vonlanthen,34.0,False,False,away_team,2,2
"2004-10-09","2004",Liechtenstein,Portugal,Liechtenstein,Franz Burgmeier,48.0,False,False,home_team,2,2
"2004-10-09","2004",Liechtenstein,Portugal,Liechtenstein,Thomas Beck,76.0,False,False,home_team,2,2
"2004-10-09","2004",Liechtenstein,Portugal,Portugal,Pauleta,23.0,False,False,away_team,2,2
"2004-10-09","2004",Liechtenstein,Portugal,Portugal,Daniel Hasler,39.0,True,False,away_team,2,2
"2004-10-09","2004",Luxembourg,Russia,Russia,Dmitri Sychev,56.0,False,False,away_team,0,4
"2004-10-09","2004",Luxembourg,Russia,Russia,Andrey Arshavin,62.0,False,False,away_team,0,4
"2004-10-09","2004",Luxembourg,Russia,Russia,Dmitri Sychev,69.0,False,False,away_team,0,4
"2004-10-09","2004",Luxembourg,Russia,Russia,Dmitri Sychev,86.0,False,False,away_team,0,4
"2004-10-09","2004",Malawi,Tunisia,Malawi,Russel Mwafulirwa,19.0,False,False,home_team,2,2
"2004-10-09","2004",Malawi,Tunisia,Malawi,Emmanuel Chipatala,37.0,False,False,home_team,2,2
"2004-10-09","2004",Malawi,Tunisia,Tunisia,Ziad Jaziri,82.0,False,False,away_team,2,2
"2004-10-09","2004",Malawi,Tunisia,Tunisia,Kaies Ghodhbane,89.0,False,False,away_team,2,2
"2004-10-09","2004",North Macedonia,Netherlands,Netherlands,Wilfred Bouma,42.0,False,False,away_team,2,2
"2004-10-09","2004",North Macedonia,Netherlands,Netherlands,Dirk Kuyt,65.0,False,False,away_team,2,2
"2004-10-09","2004",North Macedonia,Netherlands,North Macedonia,Goran Pandev,45.0,False,False,home_team,2,2
"2004-10-09","2004",North Macedonia,Netherlands,North Macedonia,Aco Stojkov,71.0,False,False,home_team,2,2
"2004-10-09","2004",Panama,Jamaica,Jamaica,Theodore Whitmore,75.0,False,False,away_team,1,1
"2004-10-09","2004",Panama,Jamaica,Panama,Roberto Brown,24.0,False,False,home_team,1,1
"2004-10-09","2004",Rwanda,Algeria,Algeria,Isâad Bourahli,14.0,False,False,away_team,1,1
"2004-10-09","2004",Rwanda,Algeria,Rwanda,Abedi Saïd,9.0,False,False,home_team,1,1
"2004-10-09","2004",Scotland,Norway,Norway,Steffen Iversen,54.0,False,True,away_team,0,1
"2004-10-09","2004",Slovakia,Latvia,Latvia,Māris Verpakovskis,3.0,False,False,away_team,4,1
"2004-10-09","2004",Slovakia,Latvia,Slovakia,Szilárd Németh,46.0,False,False,home_team,4,1
"2004-10-09","2004",Slovakia,Latvia,Slovakia,Ľubomír Reiter,50.0,False,False,home_team,4,1
"2004-10-09","2004",Slovakia,Latvia,Slovakia,Miroslav Karhan,55.0,False,False,home_team,4,1
"2004-10-09","2004",Slovakia,Latvia,Slovakia,Miroslav Karhan,87.0,False,False,home_team,4,1
"2004-10-09","2004",Slovenia,Italy,Slovenia,Boštjan Cesar,82.0,False,False,home_team,1,0
"2004-10-09","2004",Solomon Islands,Australia,Australia,Josip Skoko,5.0,False,False,away_team,1,5
"2004-10-09","2004",Solomon Islands,Australia,Australia,Ante Milicic,19.0,False,False,away_team,1,5
"2004-10-09","2004",Solomon Islands,Australia,Australia,Josip Skoko,28.0,False,False,away_team,1,5
"2004-10-09","2004",Solomon Islands,Australia,Australia,Brett Emerton,43.0,False,False,away_team,1,5
"2004-10-09","2004",Solomon Islands,Australia,Australia,Ahmad Elrich,79.0,False,False,away_team,1,5
"2004-10-09","2004",Solomon Islands,Australia,Solomon Islands,Batram Suri,60.0,False,False,home_team,1,5
"2004-10-09","2004",Spain,Belgium,Spain,Albert Luque,60.0,False,False,home_team,2,0
"2004-10-09","2004",Spain,Belgium,Spain,Raúl,65.0,False,False,home_team,2,0
"2004-10-09","2004",Sri Lanka,Turkmenistan,Sri Lanka,Isuru Perera,47.0,False,False,home_team,2,2
"2004-10-09","2004",Sri Lanka,Turkmenistan,Sri Lanka,Rathnayake Mudyanselage,57.0,False,False,home_team,2,2
"2004-10-09","2004",Sri Lanka,Turkmenistan,Turkmenistan,Döwlet Baýramow,20.0,False,False,away_team,2,2
"2004-10-09","2004",Sri Lanka,Turkmenistan,Turkmenistan,Artýom Nazarow,70.0,False,False,away_team,2,2
"2004-10-09","2004",Sudan,Cameroon,Cameroon,Joseph-Désiré Job,90.0,False,False,away_team,1,1
"2004-10-09","2004",Sudan,Cameroon,Sudan,Faisal Agab,17.0,False,False,home_team,1,1
"2004-10-09","2004",Sweden,Hungary,Sweden,Freddie Ljungberg,26.0,False,False,home_team,3,0
"2004-10-09","2004",Sweden,Hungary,Sweden,Henrik Larsson,50.0,False,False,home_team,3,0
"2004-10-09","2004",Sweden,Hungary,Sweden,Anders Svensson,67.0,False,False,home_team,3,0
"2004-10-09","2004",Turkey,Kazakhstan,Turkey,Gökdeniz Karadeniz,17.0,False,False,home_team,4,0
"2004-10-09","2004",Turkey,Kazakhstan,Turkey,Nihat Kahveci,50.0,False,False,home_team,4,0
"2004-10-09","2004",Turkey,Kazakhstan,Turkey,Fatih Tekke,90.0,False,False,home_team,4,0
"2004-10-09","2004",Turkey,Kazakhstan,Turkey,Fatih Tekke,90.0,False,False,home_team,4,0
"2004-10-09","2004",Ukraine,Greece,Greece,Vassilios Tsiartas,83.0,False,False,away_team,1,1
"2004-10-09","2004",Ukraine,Greece,Ukraine,Andriy Shevchenko,48.0,False,False,home_team,1,1
"2004-10-09","2004",Venezuela,Brazil,Brazil,Kaká,5.0,False,False,away_team,2,5
"2004-10-09","2004",Venezuela,Brazil,Brazil,Kaká,34.0,False,False,away_team,2,5
"2004-10-09","2004",Venezuela,Brazil,Brazil,Ronaldo,48.0,False,False,away_team,2,5
"2004-10-09","2004",Venezuela,Brazil,Brazil,Ronaldo,50.0,False,False,away_team,2,5
"2004-10-09","2004",Venezuela,Brazil,Brazil,Adriano Leite Ribeiro,75.0,False,False,away_team,2,5
"2004-10-09","2004",Venezuela,Brazil,Venezuela,Ruberth Morán,79.0,False,False,home_team,2,5
"2004-10-09","2004",Venezuela,Brazil,Venezuela,Ruberth Morán,90.0,False,False,home_team,2,5
"2004-10-10","2004",Angola,Zimbabwe,Angola,Flávio Amado,53.0,False,False,home_team,1,0
"2004-10-10","2004",Benin,Ivory Coast,Ivory Coast,Aruna Dindane,48.0,False,False,away_team,0,1
"2004-10-10","2004",Congo,Zambia,Congo,Michel Bouanga,75.0,False,False,home_team,2,3
"2004-10-10","2004",Congo,Zambia,Congo,Armel Disney,81.0,False,False,home_team,2,3
"2004-10-10","2004",Congo,Zambia,Zambia,Collins Mbesuma,2.0,False,False,away_team,2,3
"2004-10-10","2004",Congo,Zambia,Zambia,Collins Mbesuma,37.0,False,False,away_team,2,3
"2004-10-10","2004",Congo,Zambia,Zambia,Collins Mbesuma,65.0,False,False,away_team,2,3
"2004-10-10","2004",Ecuador,Chile,Ecuador,Iván Kaviedes,49.0,False,False,home_team,2,0
"2004-10-10","2004",Ecuador,Chile,Ecuador,Édison Méndez,64.0,False,False,home_team,2,0
"2004-10-10","2004",Guinea,Morocco,Guinea,Fodé Mansaré,50.0,False,False,home_team,1,1
"2004-10-10","2004",Guinea,Morocco,Morocco,Marouane Chamakh,5.0,False,False,away_team,1,1
"2004-10-10","2004",Liberia,Senegal,Senegal,Papa Bouba Diop,41.0,False,False,away_team,0,3
"2004-10-10","2004",Liberia,Senegal,Senegal,Henri Camara,50.0,False,False,away_team,0,3
"2004-10-10","2004",Liberia,Senegal,Senegal,Henri Camara,73.0,False,False,away_team,0,3
"2004-10-10","2004",Saint Vincent and the Grenadines,Mexico,Mexico,Jared Borgetti,25.0,False,False,away_team,0,1
"2004-10-10","2004",Togo,Mali,Togo,Emmanuel Adebayor,23.0,False,False,home_team,1,0
"2004-10-10","2004",Trinidad and Tobago,Saint Kitts and Nevis,Saint Kitts and Nevis,Keith Gumbs,43.0,False,True,away_team,5,1
"2004-10-10","2004",Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Alexander Riley,8.0,True,False,home_team,5,1
"2004-10-10","2004",Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Stern John,24.0,False,False,home_team,5,1
"2004-10-10","2004",Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Cornell Glen,71.0,False,False,home_team,5,1
"2004-10-10","2004",Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Stern John,80.0,False,False,home_team,5,1
"2004-10-10","2004",Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Jerren Nixon,88.0,False,False,home_team,5,1
"2004-10-10","2004",Uganda,South Africa,South Africa,Benni McCarthy,68.0,False,True,away_team,0,1
"2004-10-12","2004",Australia,Solomon Islands,Australia,Ante Milicic,5.0,False,False,home_team,6,0
"2004-10-12","2004",Australia,Solomon Islands,Australia,Harry Kewell,8.0,False,False,home_team,6,0
"2004-10-12","2004",Australia,Solomon Islands,Australia,Tony Vidmar,60.0,False,False,home_team,6,0
"2004-10-12","2004",Australia,Solomon Islands,Australia,Archie Thompson,79.0,False,False,home_team,6,0
"2004-10-12","2004",Australia,Solomon Islands,Australia,Ahmad Elrich,82.0,False,False,home_team,6,0
"2004-10-12","2004",Australia,Solomon Islands,Australia,Brett Emerton,89.0,False,False,home_team,6,0
"2004-10-12","2004",Indonesia,Saudi Arabia,Indonesia,Ilham Jaya Kesuma,50.0,False,False,home_team,1,3
"2004-10-12","2004",Indonesia,Saudi Arabia,Saudi Arabia,Talal Al-Meshal,9.0,False,False,away_team,1,3
"2004-10-12","2004",Indonesia,Saudi Arabia,Saudi Arabia,Hussein Abdulghani,13.0,False,False,away_team,1,3
"2004-10-12","2004",Indonesia,Saudi Arabia,Saudi Arabia,Yasser Al-Qahtani,80.0,False,False,away_team,1,3
"2004-10-13","2004",Andorra,North Macedonia,Andorra,Marc Bernaus,60.0,False,False,home_team,1,0
"2004-10-13","2004",Armenia,Czech Republic,Czech Republic,Jan Koller,3.0,False,False,away_team,0,3
"2004-10-13","2004",Armenia,Czech Republic,Czech Republic,Tomáš Rosický,30.0,False,False,away_team,0,3
"2004-10-13","2004",Armenia,Czech Republic,Czech Republic,Jan Koller,75.0,False,False,away_team,0,3
"2004-10-13","2004",Azerbaijan,England,England,Michael Owen,22.0,False,False,away_team,0,1
"2004-10-13","2004",Bulgaria,Malta,Bulgaria,Dimitar Berbatov,43.0,False,False,home_team,4,1
"2004-10-13","2004",Bulgaria,Malta,Bulgaria,Hristo Yanev,47.0,False,False,home_team,4,1
"2004-10-13","2004",Bulgaria,Malta,Bulgaria,Dimitar Berbatov,55.0,False,False,home_team,4,1
"2004-10-13","2004",Bulgaria,Malta,Bulgaria,Chavdar Yankov,88.0,False,False,home_team,4,1
"2004-10-13","2004",Bulgaria,Malta,Malta,Michael Mifsud,11.0,False,False,away_team,4,1
"2004-10-13","2004",Canada,Costa Rica,Canada,Dwayne De Rosario,12.0,False,False,home_team,1,3
"2004-10-13","2004",Canada,Costa Rica,Costa Rica,Paulo Wanchope,49.0,False,False,away_team,1,3
"2004-10-13","2004",Canada,Costa Rica,Costa Rica,William Sunsing,81.0,False,False,away_team,1,3
"2004-10-13","2004",Canada,Costa Rica,Costa Rica,Carlos Hernández,87.0,False,False,away_team,1,3
"2004-10-13","2004",Cyprus,France,France,Sylvain Wiltord,38.0,False,False,away_team,0,2
"2004-10-13","2004",Cyprus,France,France,Thierry Henry,72.0,False,False,away_team,0,2
"2004-10-13","2004",Denmark,Turkey,Denmark,Jon Dahl Tomasson,27.0,False,True,home_team,1,1
"2004-10-13","2004",Denmark,Turkey,Turkey,Nihat Kahveci,70.0,False,False,away_team,1,1
"2004-10-13","2004",Guatemala,Honduras,Guatemala,Carlos Ruiz,44.0,False,False,home_team,1,0
"2004-10-13","2004",Hong Kong,Malaysia,Hong Kong,Chu Siu Kei,5.0,False,False,home_team,2,0
"2004-10-13","2004",Hong Kong,Malaysia,Hong Kong,Wong Chun Yue,51.0,False,False,home_team,2,0
"2004-10-13","2004",Iceland,Sweden,Iceland,Eiður Guðjohnsen,66.0,False,False,home_team,1,4
"2004-10-13","2004",Iceland,Sweden,Sweden,Henrik Larsson,24.0,False,False,away_team,1,4
"2004-10-13","2004",Iceland,Sweden,Sweden,Marcus Allbäck,27.0,False,False,away_team,1,4
"2004-10-13","2004",Iceland,Sweden,Sweden,Henrik Larsson,39.0,False,False,away_team,1,4
"2004-10-13","2004",Iceland,Sweden,Sweden,Christian Wilhelmsson,45.0,False,False,away_team,1,4
"2004-10-13","2004",Iraq,Uzbekistan,Iraq,Qusay Munir,29.0,False,False,home_team,1,2
"2004-10-13","2004",Iraq,Uzbekistan,Uzbekistan,Maksim Shatskikh,10.0,False,False,away_team,1,2
"2004-10-13","2004",Iraq,Uzbekistan,Uzbekistan,Alexander Geynrikh,22.0,False,False,away_team,1,2
"2004-10-13","2004",Italy,Belarus,Belarus,Maksim Romaschenko,52.0,False,False,away_team,4,3
"2004-10-13","2004",Italy,Belarus,Belarus,Vital Bulyga,76.0,False,False,away_team,4,3
"2004-10-13","2004",Italy,Belarus,Belarus,Maksim Romaschenko,88.0,False,False,away_team,4,3
"2004-10-13","2004",Italy,Belarus,Italy,Francesco Totti,26.0,False,True,home_team,4,3
"2004-10-13","2004",Italy,Belarus,Italy,Daniele De Rossi,32.0,False,False,home_team,4,3
"2004-10-13","2004",Italy,Belarus,Italy,Francesco Totti,74.0,False,False,home_team,4,3
"2004-10-13","2004",Italy,Belarus,Italy,Alberto Gilardino,86.0,False,False,home_team,4,3
"2004-10-13","2004",Kazakhstan,Albania,Albania,Alban Bushi,61.0,False,False,away_team,0,1
"2004-10-13","2004",Kuwait,China PR,Kuwait,Waleed Ali,47.0,False,False,home_team,1,0
