"year","country","scorer","year_count_goals","count_goals","country_year_top_player","country_top_player","world_top_player"
"2012",Guyana,Héctor Moreno,2,5,1,1,45
"2012",Guyana,Trayon Bobb,2,2,1,3,48
"2012",Guyana,Chris Nurse,1,2,2,3,48
"2012",Guyana,Gregory Richardson,1,1,2,4,49
"2012",Honduras,Jerry Bengtson,5,13,1,4,37
"2012",Honduras,Carlo Costly,3,22,2,2,28
"2012",Honduras,Mario Martínez,2,3,3,12,47
"2012",Honduras,Marvin Chávez,1,2,4,13,48
"2012",Honduras,Víctor Bernárdez,1,1,4,14,49
"2012",Hungary,Zoltán Gera,2,21,1,2,29
"2012",Hungary,Ádám Szalai,2,18,1,4,32
"2012",Hungary,Vladimir Koman,2,5,1,11,45
"2012",Hungary,Balázs Dzsudzsák,1,10,2,7,40
"2012",Hungary,Tamás Priskin,1,4,2,12,46
"2012",Hungary,Roland Juhász,1,3,2,13,47
"2012",Hungary,Tamás Hajnal,1,3,2,13,47
"2012",Iceland,Gylfi Sigurðsson,1,22,1,1,28
"2012",Iceland,Birkir Bjarnason,1,12,1,4,38
"2012",Iceland,Alfreð Finnbogason,1,6,1,7,44
"2012",Iceland,Kári Árnason,1,4,1,9,46
"2012",Iran,Ashkan Dejagah,2,6,1,12,44
"2012",Iran,Javad Nekounam,1,17,2,5,33
"2012",Iran,Mohammad Reza Khalatbari,1,3,2,15,47
"2012",Iraq,Younis Mahmoud,4,20,1,1,30
"2012",Iraq,Nashat Akram,2,9,2,5,41
"2012",Iraq,Hawar Mulla Mohammed,1,5,3,9,45
"2012",Iraq,Alaa Abdul-Zahra,1,3,3,11,47
"2012",Iraq,Karrar Jassim,1,3,3,11,47
"2012",Iraq,Hammadi Ahmed,1,1,3,13,49
"2012",Iraq,Mustafa Karim,1,1,3,13,49
"2012",Israel,Tomer Hemed,5,13,1,3,37
"2012",Israel,Eden Ben Basat,2,6,2,9,44
"2012",Israel,Bibras Natcho,1,3,3,12,47
"2012",Israel,Maharan Radi,1,1,3,14,49
"2012",Israel,Maor Melikson,1,1,3,14,49
"2012",Italy,Mario Balotelli,4,11,1,8,39
"2012",Italy,Dani Osvaldo,3,4,2,15,46
"2012",Italy,Daniele De Rossi,2,15,3,5,35
"2012",Italy,Andrea Pirlo,2,10,3,9,40
"2012",Italy,Antonio Cassano,1,9,4,10,41
"2012",Italy,Antonio Di Natale,1,6,4,13,44
"2012",Italy,Federico Peluso,1,1,4,18,49
"2012",Italy,Mattia Destro,1,1,4,18,49
"2012",Italy,Riccardo Montolivo,1,1,4,18,49
"2012",Ivory Coast,Didier Drogba,4,31,1,1,19
"2012",Ivory Coast,Salomon Kalou,3,13,2,5,37
"2012",Ivory Coast,Yaya Touré,1,13,3,5,37
"2012",Ivory Coast,Gervinho,1,11,3,6,39
"2012",Ivory Coast,Wilfried Bony,1,10,3,7,40
"2012",Ivory Coast,Bakary Koné,1,1,3,15,49
"2012",Ivory Coast,Emmanuel Eboué,1,1,3,15,49
"2012",Ivory Coast,Kolo Touré,1,1,3,15,49
"2012",Jamaica,Luton Shelton,2,11,1,1,39
"2012",Jamaica,Demar Phillips,2,6,1,5,44
"2012",Jamaica,Dane Richards,2,2,1,9,48
"2012",Jamaica,Rodolph Austin,1,3,2,8,47
"2012",Jamaica,Ryan Johnson,1,3,2,8,47
"2012",Jamaica,Nyron Nosworthy,1,1,2,10,49
"2012",Japan,Keisuke Honda,4,21,1,3,29
"2012",Japan,Ryoichi Maeda,3,7,2,11,43
"2012",Japan,Shinji Okazaki,2,22,3,2,28
"2012",Japan,Yuzo Kurihara,2,2,3,16,48
"2012",Japan,Shinji Kagawa,1,15,4,5,35
"2012",Japan,Hiroshi Kiyotake,1,3,4,15,47
"2012",Jordan,Hassan Abdel-Fattah,1,17,1,1,33
"2012",Jordan,Ahmad Hayel,1,7,1,3,43
"2012",Jordan,Amer Deeb,1,5,1,4,45
"2012",Jordan,Tha'er Bawab,1,2,1,7,48
"2012",Jordan,Basem Fathi,1,1,1,8,49
"2012",Kazakhstan,Kairat Nurdauletov,1,3,1,6,47
"2012",Latvia,Māris Verpakovskis,1,23,1,1,27
"2012",Latvia,Aleksandrs Cauņa,1,9,1,2,41
"2012",Latvia,Kaspars Gorkšs,1,5,1,6,45
"2012",Latvia,Vladimirs Kamešs,1,2,1,9,48
"2012",Latvia,Edgars Gauračs,1,1,1,10,49
"2012",Lebanon,Roda Antar,1,12,1,1,38
"2012",Lebanon,Hassan Maatouk,1,9,1,2,41
"2012",Lebanon,Mahmoud El Ali,1,5,1,5,45
"2012",Lebanon,Ali Al Saadi,1,3,1,7,47
"2012",Liberia,Francis Doe,1,1,1,6,49
"2012",Libya,Ahmed Saad Osman,2,6,1,1,44
"2012",Libya,Ahmed Zuway,2,2,1,5,48
"2012",Libya,Ihaab Boussefi,2,2,1,5,48
"2012",Libya,Hamed Snousi,1,1,2,6,49
"2012",Liechtenstein,Mathias Christen,1,1,1,6,49
"2012",Lithuania,Edgaras Česnauskis,2,2,1,7,48
"2012",Lithuania,Marius Žaliūkas,1,1,2,8,49
"2012",Luxembourg,Daniel da Mota,2,3,1,6,47
"2012",Malawi,John Banda,1,2,1,5,48
"2012",Mali,Cheick Diabaté,3,5,1,5,45
"2012",Mali,Seydou Keita,1,13,2,2,37
"2012",Mali,Modibo Maïga,1,3,2,6,47
"2012",Mali,Mahamadou N'Diaye,1,2,2,7,48
"2012",Mali,Bakaye Traoré,1,1,2,8,49
"2012",Mali,Garra Dembélé,1,1,2,8,49
"2012",Malta,Roderick Briffa,1,1,1,7,49
"2012",Mexico,Javier Hernández,3,24,1,3,26
"2012",Mexico,Oribe Peralta,2,18,2,6,32
"2012",Mexico,Carlos Salcido,2,6,2,14,44
"2012",Mexico,Héctor Moreno,2,5,2,15,45
"2012",Mexico,Jesús Zavala,2,2,2,18,48
"2012",Mexico,Andrés Guardado,1,20,3,5,30
"2012",Mexico,Giovani dos Santos,1,9,3,11,41
"2012",Mexico,Charles Pollard,1,2,3,18,48
"2012",Mexico,J. P. Rodrigues,1,1,3,19,49
"2012",Mexico,Ángel Reyna,1,1,3,19,49
"2012",Moldova,Alexandru Epureanu,1,3,1,4,47
"2012",Moldova,Serghei Dadu,1,3,1,4,47
"2012",Montenegro,Andrija Delibašić,4,6,1,5,44
"2012",Montenegro,Fatos Bećiraj,2,12,2,2,38
"2012",Montenegro,Elsad Zverotić,2,4,2,6,46
"2012",Montenegro,Mirko Vučinić,1,9,3,3,41
"2012",Montenegro,Dejan Damjanović,1,7,3,4,43
"2012",Montenegro,Luka Đorđević,1,1,3,8,49
"2012",Montenegro,Nikola Drinčić,1,1,3,8,49
"2012",Morocco,Houssine Kharja,5,8,1,3,42
"2012",Morocco,Younès Belhanda,1,2,2,9,48
"2012",Morocco,Hamza Abourazzouk,1,1,2,10,49
"2012",Namibia,Henrico Botes,1,1,1,5,49
"2012",Netherlands,Robin van Persie,3,36,1,1,15
"2012",Netherlands,Rafael van der Vaart,3,15,1,9,35
"2012",Netherlands,Jeremain Lens,3,5,1,17,45
"2012",Netherlands,Klaas-Jan Huntelaar,2,26,2,4,24
"2012",Netherlands,Bruno Martins Indi,2,2,2,20,48
"2012",Netherlands,Luciano Narsingh,1,2,3,20,48
"2012",Netherlands,Ruben Schaken,1,2,3,20,48
"2012",New Caledonia,Georges Gope-Fenepej,8,8,1,3,42
"2012",New Caledonia,Jacques Haeko,7,7,2,4,43
"2012",New Caledonia,Bertrand Kaï,5,6,3,5,44
"2012",New Caledonia,Roy Kayara,4,6,4,5,44
"2012",New Caledonia,César Lolohea,2,4,5,7,46
"2012",New Caledonia,Bako,1,1,6,10,49
"2012",New Caledonia,Dick Kauma,1,1,6,10,49
"2012",New Caledonia,Iamel Kabeu,1,1,6,10,49
"2012",New Caledonia,Judikael Ixoée,1,1,6,10,49
"2012",New Caledonia,Kabeu,1,1,6,10,49
"2012",New Caledonia,Kalaje Gnipate,1,1,6,10,49
"2012",New Caledonia,Tome Faisi,1,1,6,10,49
"2012",New Caledonia,Xavier Samin,1,1,6,10,49
"2012",New Zealand,Chris Wood,7,21,1,2,29
"2012",New Zealand,Shane Smeltz,5,14,2,4,36
"2012",New Zealand,Chris Killen,2,10,3,6,40
"2012",New Zealand,Michael McGlinchey,2,4,3,12,46
"2012",New Zealand,Marco Rojas,1,4,4,12,46
"2012",New Zealand,Kosta Barbarouses,1,3,4,13,47
"2012",New Zealand,Ben Sigmund,1,2,4,14,48
"2012",New Zealand,Tommy Smith,1,2,4,14,48
"2012",New Zealand,Tony Lochhead,1,1,4,15,49
"2012",Niger,William N'Gounou,1,1,1,5,49
"2012",Nigeria,Ikechukwu Uche,1,5,1,8,45
"2012",Nigeria,Azubuike Egwuekwe,1,1,1,12,49
"2012",North Korea,Jang Song-Hyok,1,1,1,7,49
"2012",North Macedonia,Agim Ibraimi,2,3,1,9,47
"2012",North Macedonia,Nikolče Noveski,1,3,2,9,47
"2012",Northern Ireland,David Healy,1,22,1,1,28
"2012",Northern Ireland,Niall McGinn,1,5,1,8,45
"2012",Northern Ireland,Dean Shiels,1,1,1,12,49
"2012",Norway,Brede Hangeland,2,3,1,11,47
"2012",Norway,Joshua King,1,14,2,3,36
"2012",Norway,John Arne Riise,1,9,2,5,41
"2012",Norway,Markus Henriksen,1,4,2,10,46
"2012",Norway,Tarik Elyounoussi,1,4,2,10,46
"2012",Oman,Ahmed Mubarak Al-Mahaijri,2,9,1,5,41
"2012",Oman,Abdul Aziz Al-Muqbali,1,7,2,6,43
"2012",Oman,Hussain Al-Hadhri,1,1,2,11,49
"2012",Oman,Juma Darwish Al-Mashri,1,1,2,11,49
"2012",Oman,Mohammed Al Balushi,1,1,2,11,49
"2012",Panama,Blas Pérez,3,24,1,1,26
"2012",Panama,Nelson Barahona,2,3,2,10,47
"2012",Panama,Rolando Blackburn,1,8,3,5,42
"2012",Papua New Guinea,Kema Jack,1,1,1,6,49
"2012",Papua New Guinea,Niel Hans,1,1,1,6,49
"2012",Paraguay,Cristian Riveros,1,8,1,7,42
"2012",Paraguay,Jonathan Fabbro,1,2,1,13,48
"2012",Paraguay,Pablo César Aguilar,1,1,1,14,49
"2012",Peru,Jefferson Farfán,2,18,1,2,32
"2012",Peru,Paolo Guerrero,1,25,2,1,25
"2012",Peru,Diego Godín,1,7,2,10,43
"2012",Peru,Juan Carlos Mariño,1,3,2,14,47
"2012",Peru,Carlos Zambrano,1,2,2,15,48
"2012",Poland,Jakub Błaszczykowski,3,10,1,8,40
"2012",Poland,Robert Lewandowski,1,56,2,1,2
"2012",Poland,Kamil Glik,1,5,2,13,45
"2012",Poland,Adrian Mierzejewski,1,2,2,16,48
"2012",Poland,Jakub Wawrzyniak,1,1,2,17,49
"2012",Portugal,Cristiano Ronaldo,4,91,1,1,1
"2012",Portugal,Hélder Postiga,4,18,1,4,32
"2012",Portugal,Silvestre Varela,2,4,2,13,46
"2012",Portugal,Bruno Alves,1,8,3,10,42
"2012",Portugal,Pepe,1,6,3,11,44
"2012",Qatar,Sebastián Soria,2,14,1,4,36
"2012",Qatar,Khalfan Ibrahim,1,9,2,8,41
"2012",Qatar,Yusef Ahmed,1,5,2,12,45
"2012",Qatar,Mohammed Kasola,1,4,2,13,46
"2012",Republic of Ireland,Robbie Keane,1,44,1,1,8
"2012",Republic of Ireland,Jonathan Walters,1,10,1,7,40
"2012",Republic of Ireland,Kevin Doyle,1,9,1,8,41
"2012",Republic of Ireland,Sean St Ledger,1,3,1,14,47
"2012",Republic of Ireland,Andy Keogh,1,1,1,16,49
"2012",Republic of Ireland,Darren O'Dea,1,1,1,16,49
"2012",Republic of Ireland,Marc Wilson,1,1,1,16,49
"2012",Republic of Ireland,Pól Jóhannus Justinussen,1,1,1,16,49
"2012",Romania,Ciprian Marica,2,17,1,4,33
"2012",Romania,Gabriel Torje,2,5,1,12,45
"2012",Romania,Alexandru Maxim,1,4,2,13,46
"2012",Romania,Costin Lazăr,1,2,2,15,48
"2012",Romania,Gheorghe Grozav,1,1,2,16,49
"2012",Romania,Valerică Găman,1,1,2,16,49
"2012",Russia,Aleksandr Kerzhakov,3,21,1,2,29
"2012",Russia,Alan Dzagoev,3,8,1,10,42
"2012",Russia,Roman Shirokov,3,5,1,13,45
"2012",Russia,Viktor Fayzulin,2,3,2,15,47
"2012",Russia,Roman Pavlyuchenko,1,16,3,4,34
"2012",Russia,Aleksandr Kokorin,1,8,3,10,42
"2012",Rwanda,Labama Bokota,1,4,1,2,46
"2012",Samoa,Silao Malo,1,2,1,3,48
"2012",Saudi Arabia,Salem Al-Dawsari,1,13,1,5,37
"2012",Saudi Arabia,Nasser Al-Shamrani,1,7,1,10,43
"2012",Scotland,Kenny Miller,1,11,1,3,39
"2012",Scotland,James Morrison,1,1,1,13,49
"2012",Senegal,Dame N'Doye,2,2,1,9,48
"2012",Senegal,Sadio Mané,1,16,2,1,34
"2012",Senegal,Moussa Sow,1,6,2,5,44
"2012",Senegal,Papiss Cissé,1,5,2,6,45
"2012",Senegal,Deme N'Diaye,1,1,2,10,49
"2012",Senegal,Ibrahima Baldé,1,1,2,10,49
"2012",Serbia,Dušan Tadić,1,10,1,6,40
"2012",Serbia,Aleksandar Kolarov,1,8,1,8,42
"2012",Serbia,Zoran Tošić,1,8,1,8,42
"2012",Serbia,Branislav Ivanović,1,7,1,9,43
"2012",Serbia,Filip Đuričić,1,3,1,13,47
"2012",Serbia,Miralem Sulejmani,1,1,1,15,49
"2012",Sierra Leone,Sheriff Suma,1,3,1,2,47
"2012",Sierra Leone,Mohamed Kamara,1,1,1,4,49
"2012",Sierra Leone,Samuel Barlay,1,1,1,4,49
"2012",Sierra Leone,Teteh Bangura,1,1,1,4,49
"2012",Singapore,Isa Halim,1,1,1,5,49
"2012",Slovakia,Marek Sapara,3,4,1,9,46
"2012",Slovakia,Marek Hamšík,1,17,2,1,33
"2012",Slovakia,Martin Jakubko,1,6,2,7,44
"2012",Slovenia,Tim Matavž,2,8,1,6,42
"2012",Slovenia,Marko Šuler,1,2,2,12,48
"2012",Solomon Islands,Benjamin Totori,4,5,1,7,45
"2012",Solomon Islands,Henry Fa'arodo,2,11,2,3,39
"2012",Solomon Islands,Himson Teleda,2,2,2,10,48
"2012",Solomon Islands,Joses Nawo,1,1,3,11,49
"2012",Solomon Islands,Tutizama Tanito,1,1,3,11,49
"2012",South Africa,Katlego Mphela,1,5,1,7,45
"2012",South Africa,Morgan Gould,1,1,1,11,49
"2012",South Korea,Lee Keun-ho,3,9,1,7,41
"2012",South Korea,Lee Dong-gook,2,18,2,2,32
"2012",South Korea,Kim Bo-Kyung,2,2,2,14,48
"2012",South Korea,Koo Ja-cheol,1,12,3,5,38
"2012",South Korea,Kim Shin-wook,1,7,3,9,43
"2012",South Korea,Kwak Tae-hwi,1,3,3,13,47
"2012",South Korea,Artyom Filiposyan,1,1,3,15,49
"2012",Spain,Fernando Torres,3,28,1,3,22
"2012",Spain,Pedro,3,7,1,15,43
"2012",Spain,David Silva,2,20,2,6,30
"2012",Spain,Xabi Alonso,2,7,2,15,43
"2012",Spain,Cesc Fàbregas,2,6,2,16,44
"2012",Spain,Jordi Alba,2,6,2,16,44
"2012",Spain,Sergio Ramos,1,13,3,10,37
"2012",Spain,Juan Mata,1,9,3,13,41
"2012",Spain,Jesús Navas,1,3,3,19,47
"2012",Spain,Roberto Soldado,1,2,3,20,48
"2012",Sudan,Mudather El Tahir,2,4,1,3,46
"2012",Sudan,Mohamed Ahmed Bashir,2,2,1,5,48
"2012",Sweden,Zlatan Ibrahimović,4,44,1,1,8
"2012",Sweden,Rasmus Elm,2,2,2,15,48
"2012",Sweden,Marcus Berg,1,16,3,4,34
"2012",Sweden,Johan Elmander,1,8,3,9,42
"2012",Sweden,Olof Mellberg,1,8,3,9,42
"2012",Sweden,Mikael Lustig,1,5,3,12,45
"2012",Sweden,Alexander Kačaniklić,1,2,3,15,48
"2012",Sweden,Glen Johnson,1,1,3,16,49
"2012",Sweden,Seb Larsson,1,1,3,16,49
"2012",Switzerland,Mario Gavranović,2,5,1,11,45
"2012",Switzerland,Gökhan Inler,2,4,1,12,46
"2012",Switzerland,Xherdan Shaqiri,1,21,2,3,29
"2012",Switzerland,Granit Xhaka,1,9,2,8,41
"2012",Switzerland,Tranquillo Barnetta,1,4,2,12,46
"2012",Tahiti,Lorenzo Tehau,5,5,1,4,45
"2012",Tahiti,Alvin Tehau,4,7,2,2,43
"2012",Tahiti,Jonathan Tehau,4,6,2,3,44
"2012",Tahiti,Teaonui Tehau,2,7,3,2,43
"2012",Tahiti,Nicolas Vallar,2,3,3,6,47
"2012",Tahiti,Steevy Chong Hue,2,3,3,6,47
"2012",Tahiti,Roihau Degage,1,1,4,8,49
"2012",Tajikistan,Akhtam Khamrakulov,1,1,1,6,49
"2012",Tanzania,Erasto Nyoni,1,2,1,4,48
"2012",Tanzania,Shomari Kapombe,1,1,1,5,49
"2012",Togo,Kalen Damessi,1,1,1,6,49
"2012",Tunisia,Issam Jemâa,3,9,1,5,41
"2012",Tunisia,Youssef Msakni,2,10,2,4,40
"2012",Tunisia,Chadi Hammami,2,2,2,11,48
"2012",Tunisia,Saber Khelifa,2,2,2,11,48
"2012",Tunisia,Khaled Korbi,1,1,3,12,49
"2012",Turkey,Emre Belözoğlu,1,6,1,9,44
"2012",Turkey,Umut Bulut,1,6,1,9,44
"2012",Turkey,Selçuk İnan,1,5,1,10,45
"2012",Turkey,Mevlüt Erdinç,1,3,1,12,47
"2012",Uganda,Emmanuel Okwi,1,5,1,1,45
"2012",Uganda,Godfrey Walusimbi,1,1,1,4,49
"2012",Ukraine,Andriy Shevchenko,2,40,1,1,11
"2012",Ukraine,Yevhen Konoplyanka,1,8,2,5,42
"2012",United Arab Emirates,Basheer Saeed,2,5,1,8,45
"2012",United Arab Emirates,Ismail Matar,1,10,2,4,40
"2012",United Arab Emirates,Ali Al-Wehaibi,1,2,2,11,48
"2012",United States,Clint Dempsey,5,41,1,1,10
"2012",United States,Eddie Johnson,2,16,2,6,34
"2012",United States,Carlos Bocanegra,2,8,2,11,42
"2012",United States,Herculez Gomez,2,2,2,16,48
"2012",Uruguay,Luis Suárez,2,46,1,1,7
"2012",Uruguay,Edinson Cavani,1,30,2,2,20
"2012",Uruguay,Diego Forlán,1,28,2,3,22
"2012",Uruguay,Cristian Rodríguez,1,8,2,10,42
"2012",Uruguay,Maxi Pereira,1,3,2,15,47
"2012",Uruguay,Sebastián Eguren,1,3,2,15,47
"2012",Uzbekistan,Sanzhar Tursunov,2,3,1,13,47
"2012",Uzbekistan,Ki Sung-yueng,1,8,2,8,42
"2012",Uzbekistan,Ulugbek Bakayev,1,8,2,8,42
"2012",Uzbekistan,Aleksandr Shadrin,1,1,2,15,49
"2012",Uzbekistan,Jasur Khasanov,1,1,2,15,49
"2012",Vanuatu,Robert Tasso,3,3,1,5,47
"2012",Vanuatu,Jean Nako Naprapol,2,3,2,5,47
"2012",Vanuatu,Brian Kaltak,1,2,3,6,48
"2012",Vanuatu,Derek Malas,1,2,3,6,48
"2012",Vanuatu,Freddy Vava,1,1,3,7,49
"2012",Venezuela,Salomón Rondón,3,14,1,1,36
"2012",Venezuela,Juan Arango,2,14,2,1,36
"2012",Wales,Gareth Bale,3,32,1,1,18
"2012",Zambia,Christopher Katongo,4,10,1,2,40
"2012",Zambia,Emmanuel Mayuka,3,4,2,6,46
"2012",Zambia,James Chamanga,1,4,3,6,46
"2012",Zambia,Rainford Kalaba,1,3,3,7,47
"2012",Zambia,Stophira Sunzu,1,1,3,9,49
"2013",Albania,Hamdi Salihi,2,6,1,4,44
"2013",Albania,Valdet Rama,2,2,1,8,48
"2013",Algeria,Islam Slimani,3,23,1,1,27
"2013",Algeria,Sofiane Feghouli,3,9,1,5,41
"2013",Algeria,Hillal Soudani,2,6,2,6,44
"2013",Algeria,Saphir Sliti Taïder,2,2,2,10,48
"2013",Algeria,Madjid Bougherra,1,3,3,9,47
"2013",Algeria,Carl Medjani,1,2,3,10,48
"2013",Algeria,Nabil Ghilas,1,1,3,11,49
"2013",Angola,Guilherme Afonso,2,2,1,7,48
"2013",Angola,Job,1,2,2,7,48
"2013",Angola,Abdul Nzayinawo,1,1,2,8,49
"2013",Angola,Amaro,1,1,2,8,49
"2013",Angola,Guedes Lupapa,1,1,2,8,49
"2013",Angola,Mabululu,1,1,2,8,49
"2013",Angola,Nando Maria Neves,1,1,2,8,49
"2013",Argentina,Lionel Messi,3,54,1,1,3
"2013",Argentina,Maxi Rodríguez,3,7,1,15,43
"2013",Argentina,Gonzalo Higuaín,2,23,2,4,27
"2013",Argentina,Sergio Agüero,2,20,2,5,30
"2013",Argentina,Ezequiel Lavezzi,2,6,2,16,44
"2013",Argentina,Ángel Di María,1,17,3,6,33
"2013",Argentina,Rodrigo Palacio,1,2,3,20,48
"2013",Argentina,Éver Banega,1,2,3,20,48
"2013",Armenia,Yura Movsisyan,4,8,1,4,42
"2013",Armenia,Henrikh Mkhitaryan,2,18,2,1,32
"2013",Armenia,Aras Özbiliz,2,3,2,8,47
"2013",Armenia,Gevorg Ghazaryan,1,10,3,2,40
"2013",Armenia,Karlen Mkrtchyan,1,1,3,10,49
"2013",Australia,Tim Cahill,2,36,1,1,15
"2013",Australia,Joshua Kennedy,1,8,2,12,42
"2013",Australia,Brett Holman,1,6,2,14,44
"2013",Australia,Mark Bresciano,1,5,2,15,45
"2013",Australia,Robbie Kruse,1,4,2,16,46
"2013",Australia,Tommy Oar,1,2,2,18,48
"2013",Australia,Lucas Neill,1,1,2,19,49
"2013",Austria,David Alaba,5,11,1,9,39
"2013",Austria,Martin Harnik,2,9,2,11,41
"2013",Austria,Andreas Ivanschitz,2,6,2,13,44
"2013",Austria,Philipp Hosiner,2,2,2,17,48
"2013",Austria,Marc Janko,1,20,3,4,30
"2013",Austria,Zlatko Junuzović,1,5,3,14,45
"2013",Austria,Sebastian Prödl,1,2,3,17,48
"2013",Austria,György Garics,1,1,3,18,49
"2013",Azerbaijan,Vagif Javadov,1,5,1,3,45
"2013",Azerbaijan,Rahid Amirguliyev,1,3,1,5,47
"2013",Azerbaijan,Ruslan Abishov,1,3,1,5,47
"2013",Azerbaijan,Mahir Shukurov,1,2,1,6,48
"2013",Azerbaijan,Rufat Dadashov,1,1,1,7,49
"2013",Belarus,Sergei Kornilenko,1,10,1,1,40
"2013",Belarus,Timofei Kalachev,1,10,1,1,40
"2013",Belarus,Dmitry Verkhovtsov,1,3,1,6,47
"2013",Belarus,Egor Filipenko,1,1,1,8,49
"2013",Belgium,Kevin De Bruyne,3,18,1,3,32
"2013",Belgium,Romelu Lukaku,2,36,2,1,15
"2013",Belgium,Eden Hazard,2,24,2,2,26
"2013",Belgium,Marouane Fellaini,1,11,3,8,39
"2013",Belgium,Kevin Mirallas,1,4,3,15,46
"2013",Belgium,Steven Defour,1,2,3,17,48
"2013",Belize,Ian Gaynair,1,1,1,5,49
"2013",Benin,Rudy Gestede,2,2,1,5,48
"2013",Benin,Razak Omotoyossi,1,13,2,1,37
"2013",Benin,Stéphane Sessègnon,1,4,2,3,46
"2013",Benin,Mickaël Poté,1,3,2,4,47
"2013",Benin,Babatounde Bello,1,2,2,5,48
"2013",Bolivia,Marcelo Martins Moreno,2,25,1,1,25
"2013",Bolivia,Jhasmani Campos,1,3,2,12,47
"2013",Bolivia,Diego Bejarano,1,2,2,13,48
"2013",Bolivia,Jaime Arrascaita,1,1,2,14,49
"2013",Bosnia and Herzegovina,Edin Džeko,5,42,1,1,9
"2013",Bosnia and Herzegovina,Vedad Ibišević,4,18,2,3,32
"2013",Bosnia and Herzegovina,Zvjezdan Misimović,1,19,3,2,31
"2013",Bosnia and Herzegovina,Miralem Pjanić,1,12,3,5,38
"2013",Bosnia and Herzegovina,Haris Medunjanin,1,8,3,8,42
"2013",Bosnia and Herzegovina,Izet Hajrović,1,4,3,11,46
"2013",Bosnia and Herzegovina,Ermin Bičakčić,1,3,3,12,47
"2013",Bosnia and Herzegovina,Senad Lulić,1,3,3,12,47
"2013",Botswana,Jerome Ramatlhakwane,2,2,1,4,48
"2013",Botswana,Mogakolodi Ngele,1,4,2,2,46
"2013",Botswana,Ofentse Nato,1,2,2,4,48
"2013",Brazil,Fred,5,8,1,18,42
"2013",Brazil,Neymar,4,31,2,3,19
"2013",Brazil,Paulinho,2,10,3,16,40
"2013",Brazil,Jô,2,2,3,24,48
"2013",Brazil,Dante,1,1,4,25,49
"2013",Bulgaria,Aleksandar Tonev,3,4,1,12,46
"2013",Bulgaria,Ivelin Popov,2,10,2,7,40
"2013",Bulgaria,Emil Gargorov,2,2,2,14,48
"2013",Bulgaria,Stanislav Manolev,1,4,3,12,46
"2013",Bulgaria,Ivan Ivanov,1,2,3,14,48
"2013",Bulgaria,Radoslav Dimitrov,1,1,3,15,49
"2013",Burkina Faso,Jonathan Pitroipa,5,7,1,4,43
"2013",Burkina Faso,Aristide Bancé,4,9,2,2,41
"2013",Burkina Faso,Alain Traoré,3,8,3,3,42
"2013",Burkina Faso,Préjuce Nakoulma,2,9,4,2,41
"2013",Burkina Faso,Djakaridja Koné,2,2,4,8,48
"2013",Burkina Faso,Charles Kaboré,1,2,5,8,48
"2013",Cameroon,Samuel Eto'o,2,40,1,1,11
"2013",Cameroon,Jean Makoun,2,5,1,9,45
"2013",Cameroon,Pierre Webó,1,8,2,6,42
"2013",Cameroon,Benjamin Moukandjo,1,4,2,10,46
"2013",Cameroon,Aurélien Chedjou,1,2,2,12,48
"2013",Cape Verde,Héldon Ramos,2,5,1,1,45
"2013",Cape Verde,Fernando Varela,1,1,2,5,49
"2013",Cape Verde,Platini,1,1,2,5,49
"2013",Central African Republic,Nicaise Zimbori-Auzingoni,2,2,1,1,48
"2013",Central African Republic,Salif Kéïta,1,1,2,2,49
"2013",Chile,Alexis Sánchez,4,30,1,1,20
"2013",Chile,Eduardo Vargas,4,26,1,2,24
"2013",Chile,Arturo Vidal,4,25,1,3,25
"2013",Chile,Gary Medel,1,6,2,11,44
"2013",Chile,Esteban Paredes,1,4,2,13,46
"2013",Chile,Marcos González,1,1,2,16,49
"2013",Colombia,Radamel Falcao,4,16,1,2,34
"2013",Colombia,Teófilo Gutiérrez,3,9,2,6,41
"2013",Colombia,Mario Yepes,2,4,3,11,46
"2013",Colombia,James Rodríguez,1,19,4,1,31
"2013",Colombia,Macnelly Torres,1,3,4,12,47
"2013",Colombia,Pablo Armero,1,2,4,13,48
"2013",Colombia,Carlos Valdés,1,1,4,14,49
"2013",Congo,Christopher Samba,1,1,1,5,49
"2013",Congo,Fabrice N'Guessi,1,1,1,5,49
"2013",Congo,Ulrich Kapolongo,1,1,1,5,49
"2013",Costa Rica,Bryan Ruiz,3,20,1,3,30
"2013",Costa Rica,Álvaro Saborío,2,21,2,2,29
"2013",Costa Rica,Celso Borges,2,17,2,4,33
"2013",Costa Rica,Michael Barrantes,2,2,2,15,48
"2013",Costa Rica,Joel Campbell,1,13,3,8,37
"2013",Costa Rica,Randall Brenes,1,6,3,11,44
"2013",Costa Rica,Jhonny Acosta,1,2,3,15,48
"2013",Costa Rica,Roy Miller,1,2,3,15,48
"2013",Costa Rica,Dalton Eiley,1,1,3,16,49
"2013",Costa Rica,Diego Calvo,1,1,3,16,49
"2013",Costa Rica,Jairo Arrieta,1,1,3,16,49
"2013",Costa Rica,Michael Umaña,1,1,3,16,49
"2013",Croatia,Mario Mandžukić,3,23,1,3,27
"2013",Croatia,Eduardo da Silva,1,18,2,4,32
"2013",Croatia,Darijo Srna,1,13,2,5,37
"2013",Croatia,Ivica Olić,1,12,2,6,38
"2013",Croatia,Niko Kranjčar,1,10,2,8,40
"2013",Croatia,Dejan Lovren,1,3,2,15,47
